Name,Email,Phone,City,Education,Experience_Years,Job_Applied,Job Sector,Company_Applied,Work_Mode,Job_Type_Preference,Referral,Skills,GitHub_Profile,LinkedIn_Profile,Resume_Link,Source_Job_Portal,Current_Job_Title,Notice_Period,Application Status
Sandra Torres,vhorton@knapp.info,+91 60611 55860,Chandigarh,Diploma,3,HR Executive,Non-IT,EY,Remote,Part-Time,Yes,"recruitment, onboarding, payroll, employee engagement, HR policies, HRMS, sourcing profiles, communication",https://github.com/user6101,https://linkedin.com/in/user2091,http://www.howard.net/,Internshala,Business Analyst,30 days,Interview Scheduled
Mark Harding,piercedawn@jackson.net,+91 61474 04009,Ahmedabad,B.Tech,6,Graphic Designer,IT ,Cognizant,Onsite,Remote,Yes,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user6557,https://linkedin.com/in/user8198,http://www.nash.info/,LinkedIn,Software Developer,Serving Notice,Interview Scheduled
Vincent Chavez,grant56@mitchell-james.biz, +91 82939 96353,Bangalore,M.Sc,9,Product Manager,Non-IT,Capgemini,Remote,Contract,Yes,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user1992,https://linkedin.com/in/user5163,https://terry.com/,Internshala,Software Developer,Immediate,Under Review
Jason Summers,meyerkeith@francis.com, +91 89409 52130,Jaipur,MCA,0,Marketing Executive,Non-IT,Amazon,Onsite,Remote,Yes,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user4812,https://linkedin.com/in/user4538,https://anthony.com/,LinkedIn,DevOps Engineer,60 days,Offer Received
Patrick Cook,bturner@yahoo.com, +91 96367 89806,Hyderabad,B.Tech,7,Sales Manager,Non-IT,Microsoft,Hybrid,Remote,No,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user3699,https://linkedin.com/in/user1620,https://www.duncan-bishop.com/,LinkedIn,Business Analyst,60 days,Under Review
Pamela Werner,iavila@yahoo.com, +91 77911 65652,Ahmedabad,MCA,4,Marketing Executive,Non-IT,Wipro,Remote,Contract,Yes,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user7526,https://linkedin.com/in/user3155,https://page-nguyen.com/,Naukri.com,Software Developer,30 days,Interview Scheduled
Joshua Fry,donald73@gmail.com, +91 93235 41982,Pune,B.Sc,1,DevOps Engineer,IT ,Swiggy,Onsite,Contract,Yes,"CI/CD, Docker, Kubernetes, AWS/Azure/GCP, Jenkins, Terraform, Linux, scripting",https://github.com/user3296,https://linkedin.com/in/user4492,https://www.marsh.biz/,Glassdoor,Business Analyst,Immediate,Offer Received
Latasha Morgan,andrew85@white-frost.com, +91 81937 26784,Bangalore,MCA,0,Product Manager,Non-IT,Microsoft,Onsite,Full-Time,No,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user4502,https://linkedin.com/in/user5759,https://li.biz/,Naukri.com,Data Analyst,15 days,Under Review
Maria Black,swilliams@hotmail.com,+91 68694 98592,Pune,BCA,4,HR Executive,Non-IT,TCS,Onsite,Internship,Yes,"recruitment, onboarding, payroll, employee engagement, HR policies, HRMS, sourcing profiles, communication",https://github.com/user2645,https://linkedin.com/in/user1662,http://www.johnson.com/,Indeed,Data Analyst,15 days,Under Review
Thomas Lopez,bbrown@rice.com, +91 81600 47121,Mumbai,B.Sc,7,Sales Manager,Non-IT,EY,Remote,Internship,No,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user7994,https://linkedin.com/in/user6150,https://lewis-jefferson.com/,Indeed,DevOps Engineer,15 days,Offer Received
Gary Lucas,sara06@diaz.biz, +91 97027 77867,Pune,M.Sc,9,Data Analyst,IT ,HCL Technologies,Hybrid,Full-Time,No,"data cleaning, SQL, Excel, Python/R, Tableau/Power BI, statistics, reporting, visualization",https://github.com/user7022,https://linkedin.com/in/user4026,https://www.rodgers.biz/,Internshala,Data Analyst,60 days,Applied
Anita Williams MD,efriedman@yahoo.com,+91 64015 27158,Delhi,Diploma,8,Graphic Designer,IT ,Tech Mahindra,Onsite,Contract,No,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user4557,https://linkedin.com/in/user8950,https://snyder.com/,LinkedIn,Software Developer,30 days,Rejected
Anthony Sanchez,justinboyd@ortiz.com,+91 97867 33558,Hyderabad,M.Sc,3,UI/UX Designer,IT ,Infosys,Onsite,Remote,Yes,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user6549,https://linkedin.com/in/user7873,https://fritz-barron.com/,Indeed,Data Analyst,15 days,Interview Scheduled
Joseph Johnson,williswilliam@hernandez.com, +91 92360 87201,Mumbai,B.Sc,1,UI/UX Designer,IT ,Amazon,Remote,Part-Time,No,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user4859,https://linkedin.com/in/user7301,https://olsen.com/,LinkedIn,UI/UX Designer,Immediate,Applied
Sergio Guzman,cynthia38@carpenter.com,+91 92962 08924,Chandigarh,MBA,3,Data Analyst,IT ,KPMG,Onsite,Internship,Yes,"data cleaning, SQL, Excel, Python/R, Tableau/Power BI, statistics, reporting, visualization",https://github.com/user3789,https://linkedin.com/in/user2874,http://hopkins.com/,Indeed,Software Developer,Serving Notice,Offer Received
Aaron Christensen,wilsonsarah@hotmail.com, +91 84484 00097,Jaipur,MCA,2,Business Analyst,IT ,Deloitte,Remote,Part-Time,Yes,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user3942,https://linkedin.com/in/user4206,http://www.villarreal.biz/,Glassdoor,UI/UX Designer,Serving Notice,Under Review
Michael Carpenter MD,igriffin@hudson-williamson.com, +91 86714 24249,Delhi,B.Sc,9,Graphic Designer,IT ,KPMG,Onsite,Full-Time,No,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user4976,https://linkedin.com/in/user9086,https://www.castillo-thomas.info/,LinkedIn,DevOps Engineer,30 days,Under Review
Austin Stevens,hvasquez@gmail.com, +91 93106 14789,Chennai,BCA,6,DevOps Engineer,IT ,Microsoft,Hybrid,Internship,No,"CI/CD, Docker, Kubernetes, AWS/Azure/GCP, Jenkins, Terraform, Linux, scripting",https://github.com/user5255,https://linkedin.com/in/user8348,https://silva-ford.com/,LinkedIn,Business Analyst,60 days,Applied
Ashley Conley,paul90@mitchell-shaw.com, +91 72491 38415,Hyderabad,M.Tech,3,HR Executive,Non-IT,PwC,Remote,Part-Time,Yes,"recruitment, onboarding, payroll, employee engagement, HR policies, HRMS, sourcing profiles, communication",https://github.com/user5470,https://linkedin.com/in/user8760,http://padilla-garcia.net/,Internshala,DevOps Engineer,Serving Notice,Offer Received
Tanya Baker,waltontrevor@ruiz.com,+91 79647 23292,Kolkata,M.Sc,2,UI/UX Designer,IT ,Deloitte,Remote,Internship,No,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user4588,https://linkedin.com/in/user3093,http://www.kelley-howard.org/,LinkedIn,Business Analyst,15 days,Interview Scheduled
Ronald Hall,aguerra@graham.biz, +91 81932 68205,Pune,BCA,9,Product Manager,Non-IT,ZS Associates,Hybrid,Part-Time,No,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user5884,https://linkedin.com/in/user9375,https://www.estes.com/,Internshala,Business Analyst,Immediate,Applied
Lauren Figueroa,cheryl70@morgan.com, +91 94656 48943,Kolkata,M.Tech,8,Data Analyst,IT ,Infosys,Onsite,Contract,Yes,"data cleaning, SQL, Excel, Python/R, Tableau/Power BI, statistics, reporting, visualization",https://github.com/user3919,https://linkedin.com/in/user9824,https://lambert-johnson.net/,Internshala,Software Developer,Immediate,Interview Scheduled
Dawn Ellis,rward@kim.com,+91 64694 64561,Chandigarh,MCA,10,Data Analyst,IT ,Amazon,Hybrid,Part-Time,Yes,"data cleaning, SQL, Excel, Python/R, Tableau/Power BI, statistics, reporting, visualization",https://github.com/user4735,https://linkedin.com/in/user6891,http://king-thomas.biz/,Naukri.com,UI/UX Designer,30 days,Applied
Laurie Terrell,albert01@gmail.com,+91 65785 38608,Mumbai,MBA,2,Software Engineer,IT ,Deloitte,Hybrid,Internship,Yes,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user2913,https://linkedin.com/in/user3821,https://www.mooney.info/,Naukri.com,DevOps Engineer,30 days,Offer Received
Jade Johnston,felliott@gmail.com, +91 64335 95704,Kolkata,MCA,9,Business Analyst,IT ,PwC,Remote,Full-Time,Yes,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user5250,https://linkedin.com/in/user4191,http://lucero.com/,Naukri.com,Software Developer,60 days,Applied
Virginia Nixon,wilsonbrittany@hotmail.com,+91 91096 91649,Jaipur,BCA,5,DevOps Engineer,IT ,Tech Mahindra,Hybrid,Internship,Yes,"CI/CD, Docker, Kubernetes, AWS/Azure/GCP, Jenkins, Terraform, Linux, scripting",https://github.com/user4394,https://linkedin.com/in/user2897,https://watkins.com/,Internshala,UI/UX Designer,60 days,Under Review
Tyler Baker,mcclainvictoria@yahoo.com, +91 82082 92171,Pune,B.Tech,6,DevOps Engineer,IT ,KPMG,Onsite,Remote,Yes,"CI/CD, Docker, Kubernetes, AWS/Azure/GCP, Jenkins, Terraform, Linux, scripting",https://github.com/user1043,https://linkedin.com/in/user9376,https://www.zimmerman-smith.biz/,LinkedIn,Data Analyst,Immediate,Rejected
Jesus Todd,dawn30@hotmail.com,+91 94245 23209,Ahmedabad,MCA,2,Sales Manager,Non-IT,Deloitte,Remote,Part-Time,Yes,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user7819,https://linkedin.com/in/user2438,http://www.taylor.com/,Internshala,Software Developer,15 days,Applied
Nicole Schultz,cindybrowning@hotmail.com, +91 81978 71942,Jaipur,B.Tech,2,Marketing Executive,Non-IT,HCL Technologies,Onsite,Full-Time,Yes,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user4496,https://linkedin.com/in/user7017,https://www.fernandez.com/,Glassdoor,Data Analyst,15 days,Rejected
Melody Fischer,hthomas@hotmail.com, +91 90812 91487,Jaipur,BCA,2,DevOps Engineer,IT ,EY,Remote,Internship,Yes,"CI/CD, Docker, Kubernetes, AWS/Azure/GCP, Jenkins, Terraform, Linux, scripting",https://github.com/user9317,https://linkedin.com/in/user7210,https://lowery-phillips.com/,Indeed,Business Analyst,Immediate,Applied
Stephanie Garcia,daniel01@yahoo.com, +91 88567 83047,Ahmedabad,B.Sc,2,Sales Manager,Non-IT,TCS,Remote,Full-Time,No,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user7894,https://linkedin.com/in/user3498,https://sanders.net/,Naukri.com,Business Analyst,30 days,Interview Scheduled
Austin Allison,xwilson@stewart.info,+91 99086 21346,Chandigarh,B.Tech,7,Business Analyst,IT ,Microsoft,Hybrid,Contract,Yes,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user7009,https://linkedin.com/in/user8561,https://www.fisher.com/,Naukri.com,Software Developer,Immediate,Rejected
John Evans,morgandawn@terry-owens.com, +91 70481 98491,Chennai,M.Sc,5,Graphic Designer,IT ,Flipkart,Onsite,Remote,Yes,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user7742,https://linkedin.com/in/user3778,https://nelson.com/,LinkedIn,DevOps Engineer,60 days,Offer Received
Joseph Stanley,jeffrey90@gmail.com,+91 87160 13345,Chennai,M.Tech,3,Software Engineer,IT ,Capgemini,Onsite,Remote,No,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user7250,https://linkedin.com/in/user9741,http://www.johnson.com/,LinkedIn,Business Analyst,30 days,Applied
Karen Smith,oguerrero@yahoo.com, +91 70815 87710,Mumbai,M.Sc,7,Data Analyst,IT ,EY,Hybrid,Full-Time,Yes,"data cleaning, SQL, Excel, Python/R, Tableau/Power BI, statistics, reporting, visualization",https://github.com/user7987,https://linkedin.com/in/user2636,http://www.butler.com/,Indeed,Software Developer,30 days,Offer Received
Cheryl Deleon,gberry@gmail.com, +91 80228 04612,Pune,B.Sc,2,Software Engineer,IT ,PwC,Remote,Full-Time,No,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user4500,https://linkedin.com/in/user5758,https://ellis.org/,Naukri.com,Data Analyst,60 days,Interview Scheduled
Christopher Conley,dwilliams@yahoo.com,+91 76243 92623,Bangalore,B.Sc,6,HR Executive,Non-IT,Flipkart,Onsite,Part-Time,No,"recruitment, onboarding, payroll, employee engagement, HR policies, HRMS, sourcing profiles, communication",https://github.com/user7715,https://linkedin.com/in/user6660,http://buckley-gallagher.com/,Glassdoor,UI/UX Designer,Serving Notice,Offer Received
Edward Glover,jwoodard@gmail.com, +91 73619 68962,Jaipur,BCA,0,Graphic Designer,IT ,Capgemini,Remote,Remote,Yes,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user2243,https://linkedin.com/in/user5984,http://kramer.org/,Glassdoor,Business Analyst,30 days,Rejected
Anna Clark,hdavis@humphrey.com, +91 60222 63888,Hyderabad,M.Sc,7,UI/UX Designer,IT ,Amazon,Remote,Part-Time,No,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user5753,https://linkedin.com/in/user8626,https://donovan.com/,Indeed,DevOps Engineer,15 days,Offer Received
Brian Hall,hunterkristin@harris.com,+91 77723 67231,Kolkata,MBA,10,HR Executive,Non-IT,IBM,Hybrid,Contract,Yes,"recruitment, onboarding, payroll, employee engagement, HR policies, HRMS, sourcing profiles, communication",https://github.com/user7209,https://linkedin.com/in/user6462,http://lopez.com/,Internshala,DevOps Engineer,15 days,Offer Received
David Le,parrishharold@carrillo.com, +91 71247 30695,Chandigarh,Diploma,0,Marketing Executive,Non-IT,TCS,Remote,Contract,No,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user2315,https://linkedin.com/in/user1234,https://www.adkins-miller.com/,LinkedIn,Business Analyst,15 days,Under Review
Stephen Carey,aarondavis@hotmail.com, +91 60984 61532,Hyderabad,Diploma,4,UI/UX Designer,IT ,Cognizant,Onsite,Remote,Yes,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user4250,https://linkedin.com/in/user3704,https://lee.org/,Indeed,DevOps Engineer,30 days,Applied
Melissa Martin,markdunn@gmail.com,+91 70121 50731,Mumbai,M.Tech,5,Marketing Executive,Non-IT,Swiggy,Remote,Contract,No,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user4702,https://linkedin.com/in/user9075,http://lee.com/,Glassdoor,DevOps Engineer,15 days,Interview Scheduled
Gloria Garcia,sierrabarrett@gomez.com,+91 66571 88440,Ahmedabad,B.Tech,3,Marketing Executive,Non-IT,PwC,Hybrid,Part-Time,No,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user2423,https://linkedin.com/in/user7417,https://www.ortega.info/,Naukri.com,UI/UX Designer,60 days,Interview Scheduled
Carly Smith,dcarpenter@gmail.com, +91 86639 19432,Kolkata,B.Tech,7,Graphic Designer,IT ,HCL Technologies,Remote,Internship,Yes,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user1901,https://linkedin.com/in/user4389,https://ramsey.com/,Glassdoor,Business Analyst,Serving Notice,Interview Scheduled
Mark Murphy,robert15@hotmail.com, +91 94932 00307,Mumbai,M.Tech,2,Marketing Executive,Non-IT,Accenture,Remote,Remote,No,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user3484,https://linkedin.com/in/user8557,http://www.greene-townsend.com/,Internshala,Data Analyst,15 days,Applied
Bonnie Williams,michaelcamacho@hotmail.com, +91 92443 73679,Delhi,M.Sc,7,Sales Manager,Non-IT,Deloitte,Remote,Internship,No,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user8353,https://linkedin.com/in/user4718,https://www.campbell-romero.org/,Internshala,Data Analyst,30 days,Rejected
Jimmy Walsh,pguerrero@hotmail.com,+91 83393 11356,Chennai,MBA,8,Marketing Executive,Non-IT,Amazon,Remote,Part-Time,No,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user7263,https://linkedin.com/in/user1363,http://www.mcknight.com/,Glassdoor,Software Developer,15 days,Under Review
Brian Taylor,iforbes@walls.com, +91 93568 65514,Delhi,BCA,8,Product Manager,Non-IT,TCS,Hybrid,Internship,Yes,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user8288,https://linkedin.com/in/user5470,http://www.russell.com/,LinkedIn,Data Analyst,Immediate,Rejected
Gary Ortiz,andradestephanie@wilson-butler.org, +91 65960 14290,Jaipur,MCA,2,Graphic Designer,IT ,ZS Associates,Remote,Full-Time,Yes,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user2075,https://linkedin.com/in/user3582,https://smith.com/,Glassdoor,Business Analyst,60 days,Interview Scheduled
Erin Patterson,davidcooper@gmail.com,+91 60846 42184,Delhi,Diploma,1,Software Engineer,IT ,Wipro,Onsite,Contract,No,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user1733,https://linkedin.com/in/user1224,https://www.welch.info/,Internshala,Data Analyst,30 days,Interview Scheduled
Richard Martinez,nlewis@hotmail.com, +91 80607 55659,Jaipur,BCA,2,Marketing Executive,Non-IT,BYJU'S,Onsite,Remote,Yes,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user5453,https://linkedin.com/in/user7498,https://www.williams.com/,Internshala,DevOps Engineer,Serving Notice,Interview Scheduled
Christopher Clark,domingueztodd@russell-shaffer.info, +91 61639 59197,Hyderabad,B.Sc,0,Sales Manager,Non-IT,Capgemini,Remote,Full-Time,Yes,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user8571,https://linkedin.com/in/user3054,http://www.richardson.com/,LinkedIn,Data Analyst,Serving Notice,Applied
Brian Myers,yangrobert@bender.org, +91 72695 78430,Chandigarh,B.Sc,1,Business Analyst,IT ,IBM,Hybrid,Full-Time,No,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user4350,https://linkedin.com/in/user3786,https://garcia.com/,LinkedIn,Software Developer,15 days,Interview Scheduled
Tracy Burgess,drakejoseph@yahoo.com,+91 81907 96337,Pune,MCA,10,Marketing Executive,Non-IT,Amazon,Onsite,Internship,Yes,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user4892,https://linkedin.com/in/user1643,http://www.moore-wood.com/,Indeed,UI/UX Designer,60 days,Applied
Miss Kathryn Huber,raykeith@yahoo.com, +91 76024 58649,Jaipur,BCA,9,Marketing Executive,Non-IT,KPMG,Hybrid,Part-Time,No,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user2982,https://linkedin.com/in/user4749,http://www.mata.com/,Naukri.com,Data Analyst,15 days,Rejected
David Martin,joshua85@yahoo.com,+91 62021 60977,Chandigarh,M.Sc,3,Graphic Designer,IT ,PwC,Hybrid,Contract,No,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user3385,https://linkedin.com/in/user4155,http://www.conrad.com/,Naukri.com,UI/UX Designer,30 days,Under Review
Edward Cervantes,cynthiabaker@cruz.org, +91 83098 68125,Mumbai,M.Sc,10,Business Analyst,IT ,Capgemini,Remote,Remote,Yes,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user2544,https://linkedin.com/in/user2931,https://www.fowler-chen.info/,Indeed,DevOps Engineer,Immediate,Offer Received
Elizabeth Tucker,michelejensen@yahoo.com, +91 98269 67615,Bangalore,BCA,2,Sales Manager,Non-IT,Accenture,Onsite,Part-Time,Yes,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user3934,https://linkedin.com/in/user1748,https://leon.com/,Naukri.com,Business Analyst,30 days,Offer Received
Stephanie Johnson,mirandablack@hatfield.net,+91 77966 04853,Pune,B.Tech,9,Graphic Designer,IT ,Deloitte,Hybrid,Contract,No,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user9883,https://linkedin.com/in/user8449,https://cooley-mcdonald.info/,Indeed,Software Developer,Serving Notice,Interview Scheduled
Randy Serrano,bankserik@ball-palmer.com,+91 99413 34309,Bangalore,M.Sc,2,Marketing Executive,Non-IT,EY,Onsite,Internship,Yes,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user6498,https://linkedin.com/in/user5732,http://www.phillips-cohen.com/,LinkedIn,Data Analyst,Serving Notice,Rejected
Mary Alvarado,qmoore@white-jensen.com,+91 89580 13822,Kolkata,M.Sc,9,Sales Manager,Non-IT,EY,Hybrid,Remote,Yes,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user8330,https://linkedin.com/in/user3952,http://rodriguez.biz/,Glassdoor,Data Analyst,15 days,Applied
Jennifer Ho,taylorgriffith@gmail.com, +91 65213 98461,Ahmedabad,MBA,9,Product Manager,Non-IT,Cognizant,Remote,Part-Time,No,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user2293,https://linkedin.com/in/user8667,http://perkins.com/,Internshala,Software Developer,Serving Notice,Under Review
Taylor Franklin,zmitchell@york-spencer.com,+91 64477 46692,Delhi,M.Tech,1,UI/UX Designer,IT ,Infosys,Hybrid,Contract,Yes,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user4623,https://linkedin.com/in/user6090,http://www.lloyd.com/,LinkedIn,DevOps Engineer,60 days,Rejected
Richard Bright,maylawrence@rodgers.com, +91 79395 93025,Mumbai,Diploma,4,DevOps Engineer,IT ,Accenture,Hybrid,Part-Time,No,"CI/CD, Docker, Kubernetes, AWS/Azure/GCP, Jenkins, Terraform, Linux, scripting",https://github.com/user1444,https://linkedin.com/in/user7007,http://www.levine.com/,Glassdoor,DevOps Engineer,15 days,Interview Scheduled
David Williams,brendanroberson@fernandez-walker.biz,+91 98783 48160,Chandigarh,B.Tech,3,UI/UX Designer,IT ,Google,Hybrid,Part-Time,Yes,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user6846,https://linkedin.com/in/user9482,http://preston-hayes.com/,Internshala,Software Developer,Serving Notice,Under Review
Amanda Mora,andrew81@gay-blanchard.com, +91 86155 38608,Delhi,BCA,7,Sales Manager,Non-IT,KPMG,Hybrid,Full-Time,Yes,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user4845,https://linkedin.com/in/user7516,https://jones-cardenas.com/,Naukri.com,UI/UX Designer,Immediate,Interview Scheduled
Taylor Vaughn,matthewtaylor@yahoo.com, +91 99738 05685,Mumbai,B.Sc,4,HR Executive,Non-IT,BYJU'S,Remote,Contract,No,"recruitment, onboarding, payroll, employee engagement, HR policies, HRMS, sourcing profiles, communication",https://github.com/user5325,https://linkedin.com/in/user2122,http://www.miller-stein.com/,Internshala,UI/UX Designer,Immediate,Applied
David Jones,murraymargaret@edwards.com,+91 82890 38119,Chennai,BCA,0,UI/UX Designer,IT ,Accenture,Onsite,Remote,Yes,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user1397,https://linkedin.com/in/user8962,https://www.baird-schneider.com/,LinkedIn,Data Analyst,60 days,Under Review
Colin Casey,heidiperkins@cruz.com, +91 78533 52786,Bangalore,MBA,8,UI/UX Designer,IT ,PwC,Onsite,Remote,Yes,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user4360,https://linkedin.com/in/user3722,https://www.morales-davidson.com/,Glassdoor,Software Developer,60 days,Applied
Erin Robinson,pmills@gmail.com, +91 79738 94567,Pune,MCA,5,Marketing Executive,Non-IT,Cognizant,Remote,Remote,Yes,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user2682,https://linkedin.com/in/user9560,https://porter.biz/,Internshala,UI/UX Designer,Serving Notice,Interview Scheduled
Sharon Oconnor,amcdonald@gmail.com,+91 61410 02992,Delhi,B.Sc,2,Software Engineer,IT ,BYJU'S,Remote,Part-Time,No,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user5142,https://linkedin.com/in/user2923,http://flores.com/,Naukri.com,DevOps Engineer,Serving Notice,Applied
Jeffrey Long,jon46@yahoo.com,+91 61398 82679,Delhi,MCA,8,Marketing Executive,Non-IT,Swiggy,Hybrid,Internship,No,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user6170,https://linkedin.com/in/user9892,https://thomas-walters.info/,Glassdoor,UI/UX Designer,Immediate,Rejected
Corey Johnson MD,wilsonamber@salazar.org,+91 61970 30743,Jaipur,Diploma,5,Product Manager,Non-IT,PwC,Onsite,Contract,No,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user3666,https://linkedin.com/in/user4756,http://robertson-jackson.com/,Internshala,Business Analyst,Immediate,Offer Received
Dylan Stevens,ericdelgado@harper.com, +91 74085 44691,Mumbai,BCA,8,Sales Manager,Non-IT,Google,Remote,Internship,No,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user8585,https://linkedin.com/in/user8953,https://adams.net/,Glassdoor,Software Developer,15 days,Rejected
Sydney Taylor,andres78@yahoo.com,+91 79976 37876,Ahmedabad,MCA,4,Software Engineer,IT ,Wipro,Remote,Contract,No,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user6198,https://linkedin.com/in/user7523,http://reyes.info/,LinkedIn,Data Analyst,30 days,Rejected
Terry Cortez,catherine11@hotmail.com,+91 90019 66550,Ahmedabad,B.Tech,8,Product Manager,Non-IT,Capgemini,Hybrid,Full-Time,Yes,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user8041,https://linkedin.com/in/user6151,https://www.jones.com/,LinkedIn,Business Analyst,15 days,Applied
Keith Underwood,sarah29@andrews.com,+91 79665 33478,Delhi,MBA,10,Business Analyst,IT ,Capgemini,Remote,Remote,Yes,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user2085,https://linkedin.com/in/user8189,https://long-green.net/,LinkedIn,Business Analyst,60 days,Applied
Jacob Herrera,millermark@hotmail.com,+91 91952 80037,Kolkata,M.Tech,2,Data Analyst,IT ,Wipro,Onsite,Contract,No,"data cleaning, SQL, Excel, Python/R, Tableau/Power BI, statistics, reporting, visualization",https://github.com/user4321,https://linkedin.com/in/user2868,http://www.hernandez-williams.info/,LinkedIn,Data Analyst,30 days,Applied
